site_id,sheet,collected,source_total,method,confidence,endpoint_used,note
differ-nl-publications,Dutch Research Centers,198,642,html_paginate,low,https://www.differ.nl/publications?author=&year=&type=thesis&combine=&page=7,https://www.differ.nl/publications?author=&year=&type=thesis&combine=&page=7
en-moj-gov-cn-lawsandregulationsht,중국 완료,15,,unknown,,,en.moj.gov.cn:not_json; en.moj.gov.cn/lawsandregulations.html:not_json; en.moj.gov.cn/lawsandregulations_{n}.htm:http_404
en-iwhr-cn-iwhr-english-new,중국 완료,458,,unknown,,,en.iwhr.cn:http_412; en.iwhr.cn/IWHR-English-New/Publications:http_412; en.iwhr.cn/IWHR-English-New/Publications:http_412
en-nim-ac-cn-taxonomy,중국 완료,303,,unknown,,,en.nim.ac.cn:not_json; en.nim.ac.cn/taxonomy/term/170:not_json
dapa-go-kr-dapa,한국완료,970,,unknown,,,www.dapa.go.kr:error:ConnectTimeout; www.dapa.go.kr/dapa/doc/selectDocList.do:error:ConnectTimeout; www.dapa.go.kr/dapa/doc/selectDoc.do:error:ConnectTimeout
efd-admin-ch-en,Switzerland Departments,500,,unknown,,,www.efd.admin.ch/ne/nsb/channel:http_400; www.efd.admin.ch/ne/nsb/organisations:http_400; www.efd.admin.ch:not_json; www.efd.admin.ch/en/overview/nsb?sort=da:not_json
consult-environment-govt-nz-climate,뉴질랜드완료,72,,unknown,,,consult.environment.govt.nz:error:ConnectTimeout; consult.environment.govt.nz/climate/nz-e:error:ConnectTimeout
consult-environment-govt-nz-resource-management,뉴질랜드완료,58,,unknown,,,consult.environment.govt.nz:error:ConnectTimeout; consult.environment.govt.nz/resource-man:error:ConnectTimeout
emep-int-mscw,Norway Research Centers,213,,unknown,,,emep.int:not_json; emep.int/mscw/mscw_publications.html:not_json; emep.int/mscw/:not_json
consult-environment-govt-nz-waste,뉴질랜드완료,58,,unknown,,,consult.environment.govt.nz:error:ConnectTimeout; consult.environment.govt.nz/consultation:error:ConnectTimeout
eng-mod-gov-cn-2025xb,중국 완료,10,,unknown,,,eng.mod.gov.cn:not_json; eng.mod.gov.cn/2025xb/M/L_251592/index.h:not_json
en-ndrc-gov-cn-policies,중국 완료,52,,unknown,,,en.ndrc.gov.cn:not_json; en.ndrc.gov.cn/policies/:not_json
doras-dcu-ie-view,Irish Research Centers,2229,,unknown,,,doras.dcu.ie/cgi/exportview/type/thesis/:error:ReadTimeout; doras.dcu.ie:not_json; doras.dcu.ie/view/type/article.html:not_json
en-nhc-gov-cn-publicationshtml,중국 완료,9,,unknown,,,en.nhc.gov.cn:not_json; en.nhc.gov.cn/publications.html:not_json
energy-gov-open-government,USA Executive Departments,10,,unknown,,,www.energy.gov:not_json; www.energy.gov/open-government:not_json
data-biodiversity-be-dataset,벨기에완료,524,,unknown,,,data.biodiversity.be/api/3/action:error:ReadTimeout; data.biodiversity.be:error:ReadTimeout; data.biodiversity.be/dataset/:error:ReadTimeout
edi-admin-ch-de,Switzerland Departments,360,,unknown,,,www.edi.admin.ch:not_json; d-nsbc-p.admin.ch/v1:http_404; www.edi.admin.ch/de/medienmitteilungen-d:not_json
em-lyon-com-en,French Public Universities,348,,unknown,,,em-lyon.com:not_json; em-lyon.com/en/newsroom:not_json
energy-gov-search,USA Executive Departments,191,49332,json_total,low,https://www.energy.gov/api/v1/search,key=facets.bundle_alias.values.count [ratio=258x:review_possible_unscoped_endpoint]
energy-gov-management,USA Executive Departments,388,,unknown,,,www.energy.gov:not_json; www.energy.gov/management/directives-gui:not_json; www.energy.gov/management/directives-lib:not_json; www.energy.gov/management/delegations-li:not_json
emsl-pnnl-gov-science,American Research Institutes,6,,unknown,,,www.emsl.pnnl.gov:not_json; www.emsl.pnnl.gov/science/reports:not_json; www.emsl.pnnl.gov/views/ajax:http_404; www.emsl.pnnl.gov/node/15222:not_json
drugsandalcohol-ie-cgi,Irish Research Centers,500,,unknown,,,www.drugsandalcohol.ie:not_json; www.drugsandalcohol.ie/cgi/search/archiv:not_json
english-mee-gov-cn-resources,중국 완료,20,,unknown,,,english.mee.gov.cn:not_json; english.mee.gov.cn/Resources/Reports/Ann:not_json
em-dk-aktuelt,덴마크완료,350,,unknown,,,www.em.dk:not_json; www.em.dk/aktuelt/udgivelser-og-aftaler:not_json
english-www-gov-cn-archive,중국 완료,506,,unknown,,,english.www.gov.cn:not_json; english.www.gov.cn/archive/statecouncilg:not_json
eprints-imtlucca-it-cgi,Italy Research centers,1461,,unknown,,,eprints.imtlucca.it:error:ConnectionError; eprints.imtlucca.it/cgi/search/archive/a:error:ConnectionError
ethniccommunities-govt-nz-resources,뉴질랜드완료,85,,unknown,,,www.ethniccommunities.govt.nz:http_403; www.ethniccommunities.govt.nz/resources/:http_403
english-cnipa-gov-cn-col,중국 완료,353,,unknown,,,english.cnipa.gov.cn:not_json; english.cnipa.gov.cn/col/col1336/index.h:not_json; english.cnipa.gov.cn/col/col2967/index.h:not_json
ens-lyon-fr-lecole,French Public Universities,154,,unknown,,,www.ens-lyon.fr:not_json; www.ens-lyon.fr/lecole/medias-et-presse/:not_json
epa-ie-news-releases,Irish Research Centers,120,,unknown,,,www.epa.ie:not_json; www.epa.ie/news-releases/news-releases-2:not_json
ethz-ch-de,Switzerland Research Centers,203,,unknown,,,ethz.ch/de/news-und-veranstaltungen/medi:no_total_field; ethz.ch:not_json; ethz.ch/de/news-und-veranstaltungen/medi:not_json
federalregister-gov-documents,USA Executive Departments,5957,10000,json_total,medium,https://www.federalregister.gov/api/v1/documents,key=count
esteri-it-it,Italy Ministries,5533,25207,wp_total,high,https://www.esteri.it/it/wp-json/wp/v2/posts,route=posts
etis-ee-portal,Estonia Research Centers,138,,unknown,,,www.etis.ee/services/Portal/Publications:http_405; www.etis.ee/services/Portal/Publications:http_400; www.etis.ee:not_json; www.etis.ee/Portal/Publications/Display/:not_json
etera-ee-browse,Estonia Research Centers,100403,,unknown,,,www.etera.ee/api/browse:http_405; www.etera.ee/api/item/{item_id}/meta:http_404; www.etera.ee:not_json; www.etera.ee/browse:not_json
fhi-no-en,Norway Research Centers,255,1000,json_total,medium,https://www.fhi.no/api/search,key=filterModels.documentTypeFacet.count
esri-ie-publications,Irish Research Centers,531,,unknown,,,www.esri.ie:not_json; www.esri.ie/publications/browse:not_json
fair-healthdata-be-search,벨기에완료,10,248,json_total,medium,https://fair.healthdata.be/api/1/search,key=facets.total
eprints-soton-ac-uk-view,영국완료,259,,unknown,,,eprints.soton.ac.uk:http_401; eprints.soton.ac.uk/view/divisions/5d1c5:http_401; eprints.soton.ac.uk/view/divisions/5d1c5:http_401
elocus-lib-uoc-gr-search,Greece Research Centers,282,,unknown,,,elocus.lib.uoc.gr/search/:not_json; elocus.lib.uoc.gr:not_json; elocus.lib.uoc.gr/search/?store_query=1&:not_json
educacionfpydeportes-gob-es-prensahtml,Spain Ministries,347,,unknown,,,www.educacionfpydeportes.gob.es:not_json; www.educacionfpydeportes.gob.es/prensa/a:not_json; www.educacionfpydeportes.gob.es/prensa.h:not_json
ftc-go-kr-www,한국완료,694,,unknown,,,www.ftc.go.kr:not_json; www.ftc.go.kr/www/selectBbsNttList.do:not_json; www.ftc.go.kr/www/selectBbsNttView.do:not_json; www.ftc.go.kr/www/:http_404
fss-or-kr-fss,한국완료,500,,unknown,,,www.fss.or.kr:not_json; www.fss.or.kr/fss/bbs/B0000188/list.do:not_json; www.fss.or.kr/fss/bbs/B0000188/view.do:not_json; www.fss.or.kr/fss/bbs/B0000188/list.do?m:not_json
finance-ni-gov-uk-publications,영국완료,336,,unknown,,,www.finance-ni.gov.uk:not_json; www.finance-ni.gov.uk/publications:not_json
fm-dk-udgivelser,덴마크완료,100,,unknown,,,fm.dk:not_json; fm.dk/udgivelser/:not_json
gb-go-kr-sub,한국완료,406,,unknown,,,gb.go.kr:not_json; gb.go.kr/Sub/open_contents/section/datas:not_json; gb.go.kr/Sub/open_contents/section/datas:not_json
fmi-ch-research,Switzerland Research Centers,818,,unknown,,,www.fmi.ch/research/publications/:not_json; eutils.ncbi.nlm.nih.gov/entrez/eutils/es:not_json; www.fmi.ch:not_json; eutils.ncbi.nlm.nih.gov/entrez/eutils/ef:http_400
gnews-gg-go-kr-briefing,한국완료,500,,unknown,,,gnews.gg.go.kr:not_json; gnews.gg.go.kr/briefing/brief_gongbo.do:not_json; gnews.gg.go.kr/briefing/brief_gongbo_vie:http_404
fi-se-en,스웨덴 완료,122,,unknown,,,www.fi.se:not_json; www.fi.se/en/published/reports/reports/:not_json; www.fi.se/en/payments/nyheter-betalninga:not_json
gi-re-kr-home,한국완료,452,,unknown,,,www.gi.re.kr:http_406; www.gi.re.kr/Home/H10000/H10100/pmsRepor:not_json; www.gi.re.kr/Home/H10000/H10100/pmsRepor:not_json
ejournals-epublishing-ekt-gr-indexphp,Greece Research Centers,474,,unknown,,,ejournals.epublishing.ekt.gr:not_json; ejournals.epublishing.ekt.gr/index.php/i:not_json
genome-gov-about-nhgri,American Research Institutes,42,,unknown,,,www.genome.gov:not_json; www.genome.gov/about-nhgri/Budget-Financ:not_json
gcsp-ch-publications,Switzerland Research Centers,176,,unknown,,,www.gcsp.ch:not_json; www.gcsp.ch/publications:not_json; www.gcsp.ch/publications?type%5B230%5D=2:not_json
fibl-org-en,Switzerland Research Centers,539,,unknown,,,www.fibl.org:not_json; www.fibl.org/data_raid/ruci_workspace/fr:http_404; www.fibl.org/en/info-centre/publications:not_json; orgprints.org:error:ReadTimeout
gov-gr-search,Greece Ministries,489,,unknown,,,www.gov.gr/search?SearchSensor=%22%22&Si:http_403; www.gov.gr/elasticsearch/services/_searc:http_403; www.gov.gr/el/api/v1/services/{service_i:http_403; www.gov.gr:http_403
didaktorika-gr-eadd,Greece Research Centers,118,,unknown,,,www.didaktorika.gr/eadd/simple-search?qu:error:ReadTimeout; www.didaktorika.gr:error:ReadTimeout
forest-go-kr-kfsweb,한국완료,931,,unknown,,,www.forest.go.kr:not_json; www.forest.go.kr/kfsweb/cop/bbs/selectBo:not_json
gri-re-kr-web,한국완료,516,,unknown,,,www.gri.re.kr:not_json; www.gri.re.kr/web/contents/resreport.do:not_json; library.gri.re.kr/download.do:http_500
environment-govt-nz-acts-and-regulations,뉴질랜드완료,315,,unknown,,,web.archive.org/cdx/search/cdx:http_503; environment.govt.nz:not_json; web.archive.org/web:http_404; environment.govt.nz/acts-and-regulations:not_json
github-com-orgs,Dutch Research Centers,91,190,html_paginate,low,https://github.com/orgs/Deltares/repositories?page=3,https://github.com/orgs/Deltares/repositories?page=3
ga-gov-au-data-pubs,호주완료,2243,,unknown,,,ecat.ga.gov.au/geonetwork/srv/api/search:http_403; www.ga.gov.au:not_json; www.ga.gov.au/data-pubs/library/legacy-p:not_json; www.ga.gov.au/data-pubs/library/legacy-p:not_json
harcresearch-org-research,American Research Institutes,41,,unknown,,,harcresearch.org:not_json; harcresearch.org/research/:not_json; harcresearch.org/research/#data-download:not_json
environment-govt-nz-publications,뉴질랜드완료,249,,unknown,,,web.archive.org/cdx/search/cdx:http_400; environment.govt.nz:not_json; web.archive.org/web:not_json; environment.govt.nz/publications/?offset:not_json
gwangju-go-kr-boardlistdo,한국완료,500,,unknown,,,www.gwangju.go.kr:not_json; www.gwangju.go.kr/boardList.do:not_json; www.gwangju.go.kr/boardView.do:not_json; www.gwangju.go.kr/boardList.do?boardId=B:not_json
hhs-gov-guidance,USA Executive Departments,267,,unknown,,,www.hhs.gov:http_403; www.hhs.gov/guidance/:http_403
graduateinstitute-ch-library,Switzerland Research Centers,398,,unknown,,,www.graduateinstitute.ch:not_json; www.graduateinstitute.ch/library/publica:not_json; www.graduateinstitute.ch/catalog-publica:not_json; repository.graduateinstitute.ch:http_202
harcresearch-org-news,American Research Institutes,240,,unknown,,,harcresearch.org:not_json; harcresearch.org/news/:not_json
health-ni-gov-uk-publications,영국완료,503,,unknown,,,www.health-ni.gov.uk:not_json; www.health-ni.gov.uk/publications:not_json
fmn-dk-da,덴마크완료,848,,unknown,,,www.fmn.dk/ListPage/UpdateList:not_json; www.fmn.dk:not_json; www.fmn.dk/da/nyheder/:not_json
hcsp-fr-explorecgi,French Public Institutions,37,,unknown,,,www.hcsp.fr:not_json; www.hcsp.fr/Explore.cgi/avisrapports?Ann:not_json; www.hcsp.fr/Explore.cgi/avisrapports:not_json; www.hcsp.fr/Explore.cgi/avisrapportsdoma:not_json
fafo-no-en,Norway Research Centers,322,,unknown,,,www.fafo.no:not_json; www.fafo.no/en/publications:not_json
gichd-org-publications-resourc,Switzerland Research Centers,266,,unknown,,,www.gichd.org:not_json; www.gichd.org/publications-resources/pub:not_json
health-ni-gov-uk-news,영국완료,137,,unknown,,,www.health-ni.gov.uk:not_json; www.health-ni.gov.uk/news/feed/health:not_json; purl.org/dc/elements/1.1/:not_json; www.health-ni.gov.uk/news:not_json
home-treasury-gov-about,USA Executive Departments,12,,unknown,,,home.treasury.gov:not_json; home.treasury.gov/about/budget-financial:not_json; home.treasury.gov/about/budget-financial:not_json
hatvp-fr-actualites-et-public,French Public Institutions,57,,unknown,,,www.hatvp.fr:not_json; www.hatvp.fr/actualites-et-publications/:not_json; www.hatvp.fr/actualites-et-publications/:http_404; www.hatvp.fr/actualites-et-publications/:not_json
hi-no-en,Norway Research Centers,119,,unknown,,,www.hi.no:not_json; www.hi.no/en/hi/nettrapporter:not_json
hud-govt-nz-stats-and-insights,뉴질랜드완료,1334,,unknown,,,www.hud.govt.nz/documents/search:http_400; www.hud.govt.nz:not_json; www.hud.govt.nz/stats-and-insights/homel:not_json
gyeongnam-go-kr-board,한국완료,190,,unknown,,,www.gyeongnam.go.kr:not_json; www.gyeongnam.go.kr/board/list.gyeong:http_500; www.gyeongnam.go.kr/board/view.gyeong:no_total_field; www.gyeongnam.go.kr/board/list.gyeong?bo:http_500
idiap-ch-en,Switzerland Research Centers,125,,unknown,,,"www.idiap.ch/en/scientific-research/data:not_json; www.idiap.ch:not_json; www.idiap.ch/en/scientific-research/data:not_json; html_paginate:rejected_total<collected(44<125,method=html_paginate)"
gov-wales-publications,영국완료,155,,unknown,,,www.gov.wales:not_json; www.gov.wales/publications:not_json
environment-govt-nz-what-you-can-do,뉴질랜드완료,58,,unknown,,,consult.environment.govt.nz/api/2.4/json:error:ConnectTimeout; environment.govt.nz:not_json; environment.govt.nz/what-you-can-do/have:not_json; consult.environment.govt.nz:error:ConnectTimeout
hec-edu-en,French Public Universities,16,,unknown,,,www.hec.edu:http_403; www.hec.edu/en/list-press-release:http_403; www.hec.edu/en/views/ajax:http_403
homeaffairs-gov-au-sitesearch,호주완료,1308,,unknown,,,www.homeaffairs.gov.au/_api/search/query:http_500; www.homeaffairs.gov.au:not_json; www.homeaffairs.gov.au/sitesearch?k=pdf:not_json
humanrights-go-kr-base,한국완료,450,,unknown,,,www.humanrights.go.kr:not_json; www.humanrights.go.kr/base/board/list:not_json; www.humanrights.go.kr/base/board/read:http_500; www.humanrights.go.kr/base/board/list?bo:not_json
icp-fr-a-propos-de-licp,French Public Institutions,99,,unknown,,,www.icp.fr:not_json; www.icp.fr/a-propos-de-licp/presse/commu:not_json
ii-re-kr-base,한국완료,287,,unknown,,,www.ii.re.kr:not_json; www.ii.re.kr/base/board/list:not_json; www.ii.re.kr/base/board/list?boardManage:not_json
ifau-se-forskning,스웨덴 완료,101,,unknown,,,www.ifau.se/Forskning/Publikationer/Rapp:http_404; www.ifau.se:not_json; www.ifau.se/Forskning/Publikationer/Rapp:not_json; www.ifau.se/Forskning/Publikationer/Diss:not_json
info-korail-com-info,한국완료,565,,unknown,,,info.korail.com:not_json; info.korail.com/info/selectBbsNttList.do:not_json; info.korail.com/info/selectBbsNttView.do:http_500; info.korail.com/info/downloadBbsFile.do:http_500
gnewsonline-it-category,Italy Ministries,343,,unknown,,,www.gnewsonline.it:not_json; www.gnewsonline.it/category/comunicati-s:not_json
ifpenergiesnouvelles-fr-tags,French Research Institutes,150,,unknown,,,www.ifpenergiesnouvelles.fr:not_json; www.ifpenergiesnouvelles.fr/views/ajax:http_404; www.ifpenergiesnouvelles.fr/tags/communi:not_json
gsi-ie-en-ie,Irish Research Centers,113,,unknown,,,www.gsi.ie/en-ie/research/Pages/related-:not_json; www.gsi.ie:not_json; www.gsi.ie/en-ie/publications:not_json
ifau-se-press,스웨덴 완료,215,,unknown,,,www.ifau.se:not_json; www.ifau.se/Press/Pressmeddelanden/:not_json; www.ifau.se/Press/Meddelanden/:not_json
ign-fr-espace-presse,French Public Institutions,67,,unknown,,,www.ign.fr:not_json; www.ign.fr/espace-presse:not_json
ifr-pan-edu-pl-dzialalnosc-naukowa,Polish Research Centers,232,,unknown,,,ifr-pan.edu.pl:not_json; ifr-pan.edu.pl/publication/filtered:not_json; api.crossref.org/works:no_total_field; ifr-pan.edu.pl/dzialalnosc-naukowa/publi:not_json
home-cern-news,Switzerland Research Centers,809,,unknown,,,home.cern:not_json; home.cern/feed/:not_json; purl.org/rss/1.0/modules/content/:not_json; purl.org/dc/elements/1.1/:not_json
indicators-be-nl,벨기에완료,84,,unknown,,,indicators.be:not_json; indicators.be/nl/t/SDG/:not_json
info-daegu-go-kr-newshome,한국완료,490,,unknown,,,info.daegu.go.kr:not_json; info.daegu.go.kr/newshome/mtnmain.php:not_json; info.daegu.go.kr/enewspaper/file_downloa:not_json; info.daegu.go.kr/newshome/mtnmain.php?mt:not_json
iheid-swisscovery-ch-discovery,Switzerland Research Centers,523,,unknown,,,iheid.swisscovery.ch/primaws/rest/pub/pn:http_400; iheid.swisscovery.ch:not_json; iheid.swisscovery.ch/discovery/jsearch?q:not_json
infrastructure-ni-gov-uk-news,영국완료,420,,unknown,,,www.infrastructure-ni.gov.uk:not_json; www.infrastructure-ni.gov.uk/news:not_json
genomecanada-ca-about,Canadian Research Centers,50,,unknown,,,genomecanada.ca:not_json; genomecanada.ca/about/publications/:not_json
illustro-iadt-figshare-com-search,Irish Research Centers,92,,unknown,,,api.figshare.com/v2:http_404; illustro-iadt.figshare.com:http_202; illustro-iadt.figshare.com/search?itemTy:http_202
inrae-fr-actualites,French Research Institutes,830,,unknown,,,www.inrae.fr:not_json; DVUTVWXJFU-dsn.algolia.net/1/indexes/inr:http_403; www.inrae.fr/actualites?inrae_prod_creat:not_json
insee-fr-fr,French Public Institutions,223,,unknown,,,www.insee.fr:not_json; www.insee.fr/fr/information/2117832?debu:not_json
iucn-org-press-releases,Switzerland Research Centers,68,,unknown,,,iucn.org:not_json; iucn.org/press-releases:not_json; iucn.org/press-releases?ptype=internatio:not_json
inria-fr-fr,French Research Institutes,114,,unknown,,,www.inria.fr:not_json; www.inria.fr/fr/espace-presse:not_json
incheon-go-kr-ic010205,한국완료,1328,,unknown,,,www.incheon.go.kr:not_json; www.incheon.go.kr/IC010205:empty; www.incheon.go.kr/IC010205/view:empty
iucn-org-about-iucn,Switzerland Research Centers,19,,unknown,,,iucn.org:not_json; portals.iucn.org:not_json; iucn.org/about-iucn/accountability-and-r:not_json
international-canada-ca-en,Canada Ministries,14,,unknown,,,international.canada.ca:not_json; international.canada.ca/en/global-affair:not_json
ifremer-fr-fr,French Research Institutes,286,,unknown,,,www.ifremer.fr:not_json; www.ifremer.fr/fr/espace-presse:not_json; www.ifremer.fr/fr/views/ajax:http_404
iwhr-com-zgskywwnew,중국 완료,62,,unknown,,,www.iwhr.com:http_412; www.iwhr.com/zgskywwnew/ddjs/newskzs/N01:http_412
jeju-go-kr-news,한국완료,1087,,unknown,,,www.jeju.go.kr:not_json; www.jeju.go.kr/data_raid/ruci_workspace/:not_json; www.jeju.go.kr/news/bodo/list.htm:not_json
international-gc-ca-transparency-transpa,Canada Ministries,22,,unknown,,,www.international.gc.ca:not_json; www.international.gc.ca/transparency-tra:not_json
jsearch-mwr-gov-cn-irs-c-web,중국 완료,2499,,unknown,,,jsearch.mwr.gov.cn:not_json; jsearch.mwr.gov.cn/irs/front/search:no_total_field; jsearch.mwr.gov.cn/irs-c-web/search.shtm:not_json
ineris-fr-fr,French Research Institutes,141,,unknown,,,www.ineris.fr:not_json; www.ineris.fr/fr/base-documentaire:not_json; www.ineris.fr/fr/base-documentaire?docum:not_json
irsn-fr-actualites,French Research Institutes,274,,unknown,,,www.irsn.fr:not_json; recherche-expertise.asnr.fr:not_json; www.irsn.fr/actualites/communiques-press:not_json
hud-govt-nz-documents,뉴질랜드완료,148,,unknown,,,www.hud.govt.nz/documents/search:http_400; www.hud.govt.nz:not_json; www.hud.govt.nz/data_raid/ruci_workspace:http_404; www.hud.govt.nz/data_raid/ruci_workspace:http_404
kamco-or-kr-portal,한국완료,19,,unknown,,,www.kamco.or.kr:not_json; www.kamco.or.kr/portal/bbs/list.do:not_json; www.kamco.or.kr/portal/bbs/view.do:not_json; www.kamco.or.kr/cmm/fms/FileDown.do:not_json
justice-gov-news,USA Executive Departments,741,,unknown,,,www.justice.gov:not_json; www.justice.gov/news/press-releases:not_json; www.justice.gov/tmp/justice_gov_cookies.:http_404
justice-ni-gov-uk-publications,영국완료,228,,unknown,,,www.justice-ni.gov.uk:not_json; www.justice-ni.gov.uk/publications:not_json
keis-or-kr-keis,한국완료,22,,unknown,,,www.keis.or.kr:not_json; www.keis.or.kr/keis/ko/bbs/123/list.do:not_json; www.keis.or.kr/keis/ko/bbs/123/:http_404; www.keis.or.kr/keis/ko/bbs/124/list.do?s:not_json
keei-re-kr-boardes,한국완료,452,,unknown,,,www.keei.re.kr:http_500; www.keei.re.kr/board.es?mid=a10202020000:not_json
icn-artem-com-en,French Public Universities,6,,unknown,,,www.icn-artem.com:not_json; www.icn-artem.com/en/news/:not_json; www.icn-artem.com/post-sitemap.xml:not_json; www.icn-artem.com/en/press/:not_json
issibern-ch-outreach,Switzerland Research Centers,157,,unknown,,,www.issibern.ch/wp-json/facetwp/v1/refre:http_404; www.issibern.ch:not_json; www.issibern.ch/outreach/news/:not_json; www.issibern.ch/data_raid/ruci_workspace:http_404
iucn-org-resources,Switzerland Research Centers,6,,unknown,,,iucn.org/search-website:not_json; iucn.org:not_json; iucn.org/resources?rstype=1116&thm=All&t:not_json
kepco-co-kr-home,한국완료,400,,unknown,,,www.kepco.co.kr:not_json; www.kepco.co.kr/home/media/newsroom/pr/b:empty; www.kepco.co.kr/home/media/newsroom/pr/b:not_json; www.kepco.co.kr/c2r/FileDownload.do:not_json
kice-re-kr-boardcnts,한국완료,500,,unknown,,,www.kice.re.kr:not_json; www.kice.re.kr/boardCnts/list.do:not_json; www.kice.re.kr/boardCnts/view.do:not_json; www.kice.re.kr/boardCnts/fileDown.do:not_json
igualdad-gob-es-comunicacion,Spain Ministries,216,,unknown,,,www.igualdad.gob.es:not_json; www.igualdad.gob.es/comunicacion/sala-de:not_json
kicce-re-kr-main,한국완료,368,,unknown,,,www.kicce.re.kr:not_json; www.kicce.re.kr/main/board/index.do?menu:http_400; www.kicce.re.kr/main/board/index.do?menu:http_400
insight-centre-org-press-releases,Irish Research Centers,54,2560,html_paginate,low,https://www.insight-centre.org/press-releases/?p=80,https://www.insight-centre.org/press-releases/?p=80
kei-re-kr-eliblistes,한국완료,364,,unknown,,,www.kei.re.kr:http_500; www.kei.re.kr/elibList.es?mid=a101010100:not_json
issibern-ch-results,Switzerland Research Centers,495,,unknown,,,www.issibern.ch/wp-json/facetwp/v1/refre:http_404; www.issibern.ch:not_json; www.issibern.ch/results/publications/jou:not_json
kihasa-re-kr-news,한국완료,615,,unknown,,,www.kihasa.re.kr/api/kihasa/file/downloa:http_500; www.kihasa.re.kr:not_json; www.kihasa.re.kr/news/press/list:not_json; www.kihasa.re.kr/news/press/view:not_json
ivo-se-sok,스웨덴 완료,134,,unknown,,,www.ivo.se:not_json; www.ivo.se/sok/?q=%20&s=0&f=1:not_json; www.ivo.se/sok/:not_json
kihasa-re-kr-publish,한국완료,673,,unknown,,,www.kihasa.re.kr/api/kihasa/file/downloa:http_429; www.kihasa.re.kr:not_json; www.kihasa.re.kr/publish/report/all/list:not_json; www.kihasa.re.kr/publish/report/view:not_json
kcg-go-kr-kcg,한국완료,624,,unknown,,,www.kcg.go.kr:not_json; www.kcg.go.kr/kcg/na/ntt/selectNttList.d:not_json; www.kcg.go.kr/kcg/na/ntt/selectNttInfo.d:http_404; www.kcg.go.kr/common/nttFileDownload.do:http_404
irb-usi-ch-publications,Switzerland Research Centers,558,,unknown,,,"irb.usi.ch/wp-json/wp/v2/pages/632?_fiel:rejected_total<collected(82<558,method=wp_total); irb.usi.ch:not_json; irb.usi.ch/publications/:not_json"
kipf-re-kr-kor,한국완료,601,,unknown,,,www.kipf.re.kr:not_json; www.kipf.re.kr/kor/Publication/CenterPer:not_json; www.kipf.re.kr/kor/Publication/CenterPer:not_json; www.kipf.re.kr/kor/Publication/PolicyRes:not_json
kb-se-om-oss,스웨덴 완료,80,395,html_paginate,low,https://www.kb.se/om-oss/nyheter.html?page=10,https://www.kb.se/om-oss/nyheter.html?page=10
kisdi-re-kr-report,한국완료,501,,unknown,,,www.kisdi.re.kr:not_json; www.kisdi.re.kr/report/list.do:http_404; www.kisdi.re.kr/report/view.do:http_404; www.kisdi.re.kr/report/fileDown.do:http_404
kiep-go-kr-galleryes,한국완료,437,,unknown,,,www.kiep.go.kr:http_400; www.kiep.go.kr/gallery.es:not_json; www.kiep.go.kr/galleryDownload.es:not_json; www.kiep.go.kr/gallery.es?mid=a101010100:not_json
kammarkollegiet-se-aktuellt,스웨덴 완료,46,,unknown,,,www.kammarkollegiet.se:not_json; www.kammarkollegiet.se/aktuellt:not_json
jeonnam-go-kr-m7116,한국완료,770,,unknown,,,www.jeonnam.go.kr:not_json; www.jeonnam.go.kr/M7116/boardList.do:not_json; www.jeonnam.go.kr/M7116/boardView.do:http_500; www.jeonnam.go.kr/M7116/boardList.do?men:not_json
juventudeinfancia-gob-es-es,Spain Ministries,306,,unknown,,,www.juventudeinfancia.gob.es:not_json; www.juventudeinfancia.gob.es/es/comunica:not_json
klri-re-kr-kor,한국완료,590,,unknown,,,www.klri.re.kr:not_json; www.klri.re.kr/kor/issueData/P/list.do:not_json; www.klri.re.kr/kor/issueData/P/{item_id}:not_json; www.klri.re.kr/cmm/fms/FileDown.do?atchF:not_json
kinfa-or-kr-notificationpromotio,한국완료,732,,unknown,,,www.kinfa.or.kr:not_json; www.kinfa.or.kr/notificationPromotion/ne:not_json; www.kinfa.or.kr/notificationPromotion/ne:not_json; www.kinfa.or.kr/FileDown.do:not_json
kipo-go-kr-ko,한국완료,500,,unknown,,,www.kipo.go.kr:not_json; www.kipo.go.kr/ko/kpoBultnMgmt.do:not_json; www.kipo.go.kr/ko/kpoBultnDetail.do:not_json; www.kipo.go.kr/data_raid/ruci_workspace/:http_404
kma-go-kr-kma,한국완료,86,,unknown,,,www.kma.go.kr:not_json; www.kma.go.kr/kma/news/press_01.jsp:not_json; www.kma.go.kr/kma/news/press_01.jsp?from:not_json
justitsministeriet-dk-pressemeddelelse,덴마크완료,346,,unknown,,,www.justitsministeriet.dk:not_json; www.justitsministeriet.dk/pressemeddelel:not_json; www.justitsministeriet.dk/pressemeddelel:http_404
kisdi-re-kr-bbs,한국완료,502,,unknown,,,www.kisdi.re.kr:not_json; www.kisdi.re.kr/bbs/list.do:http_404; www.kisdi.re.kr/bbs/view.do:http_404; www.kisdi.re.kr/cmm/fileDown.do:http_404
kefm-dk-aftaler,덴마크완료,101,,unknown,,,www.kefm.dk:not_json; www.kefm.dk/aftaler:not_json
kinu-or-kr-main,한국완료,432,,unknown,,,www.kinu.or.kr:not_json; www.kinu.or.kr/main/board/index.do:no_total_field; www.kinu.or.kr/main/board/view.do:http_500; www.kinu.or.kr/main/module/report/index.:no_total_field
