site_id,site_name,evidence,collected
scourt-go-kr-portal,Custom: scourt-go-kr-portal,ok(건강검진),982
scp-nl-publicaties,Custom: scp-nl-publicaties,ok(건강검진),243
search-nal-usda-gov-discovery,Custom: search-nal-usda-gov-discovery,ok(건강검진),452
search-open-canada-ca-opendata,Custom: search-open-canada-ca-opendata,ok(건강검진),5287
search-worldcat-org-ko,Custom: search-worldcat-org-ko,ok(건강검진),14
secihti-mx-sala-de-prensa,Custom: secihti-mx-sala-de-prensa,ok(건강검진),218
seco-admin-ch-seco,Custom: seco-admin-ch-seco,ok(건강검진),479
seer-cancer-gov-report_to_nation,Custom: seer-cancer-gov-report_to_nation,ok(건강검진),24
sejong-go-kr-bbs,Custom: sejong-go-kr-bbs,ok(건강검진),500
sfi-ch-en,Custom: sfi-ch-en,ok(건강검진),288
sgu-se-en,Custom: sgu-se-en,ok(건강검진),54
si-re-kr-bbs,Custom: si-re-kr-bbs,ok(건강검진),501
sib-swiss-community,Custom: sib-swiss-community,ok(건강검진),391
sib-swiss-training,Custom: sib-swiss-training,ok(건강검진),74
simula-no-publications,Custom: simula-no-publications,ok(건강검진),73
sintef-no-en,Custom: sintef-no-en,ok(건강검진),141
siseministeerium-ee-otsing,Custom: siseministeerium-ee-otsing,ok(건강검진),20
skillsdevelopmentscotland-co-uk-publications-statist,Custom: skillsdevelopmentscotland-co-uk-publications-statist,ok(건강검진),488
skm-dk-aktuelt,Custom: skm-dk-aktuelt,ok(건강검진),457
sm-dk-publikationer,Custom: sm-dk-publikationer,ok(건강검진),354
sm-ee-otsing,Custom: sm-ee-otsing,ok(건강검진),158
socialstyrelsen-se-en,Custom: socialstyrelsen-se-en,정밀검증 확정,127
sodha-be-dataverse,Custom: sodha-be-dataverse,ok(건강검진),152
sonar-ch-global,Custom: sonar-ch-global,ok(건강검진),5462
sozialministerium-gv-at-services,Custom: sozialministerium-gv-at-services,ok(건강검진),206
spo-go-kr-site,Custom: spo-go-kr-site,ok(건강검진),227
srnl-gov-newsroom,Custom: srnl-gov-newsroom,ok(건강검진),88
stami-no-en,Custom: stami-no-en,ok(건강검진),337
stat-inst-se-om-sis,Custom: stat-inst-se-om-sis,정밀검증 확정,69
state-gov-department-reports,Custom: state-gov-department-reports,ok(건강검진),10
state-gov-press-releases,Custom: state-gov-press-releases,ok(건강검진),30
state-gwd-go-kr-portal,Custom: state-gwd-go-kr-portal,ok(건강검진),614
statistischebibliothek-de-mir,Custom: statistischebibliothek-de-mir,ok(건강검진),384
stats-govt-nz-indicators,Custom: stats-govt-nz-indicators,ok(건강검진),109
stepi-re-kr-site,Custom: stepi-re-kr-site,ok(건강검진),570
swisspeace-ch-publications,Custom: swisspeace-ch-publications,ok(건강검진),304
swisspolar-ch-expeditions,Custom: swisspolar-ch-expeditions,ok(건강검진),94
swisstph-ch-en,Custom: swisstph-ch-en,ok(건강검진),1087
telemarksforsking-no-publikasjoner,Custom: telemarksforsking-no-publikasjoner,ok(건강검진),280
tigta-gov-reports,Custom: tigta-gov-reports,정밀검증 확정,133
toi-no-publications,Custom: toi-no-publications,ok(건강검진),470
transformation-gouv-fr-espace-presse,Custom: transformation-gouv-fr-espace-presse,정밀검증 확정,211
transparency-gov-au-publications,Custom: transparency-gov-au-publications,정밀검증 확정,2694
transport-govt-nz-documents-and-public,Custom: transport-govt-nz-documents-and-public,정밀검증 확정,3
transportation-gov-newsroom,Custom: transportation-gov-newsroom,ok(건강검진),205
transportes-gob-es-el-ministerio,Custom: transportes-gob-es-el-ministerio,ok(건강검진),288
treasury-gov-au-publication,Custom: treasury-gov-au-publication,ok(건강검진),651
treasury-govt-nz-publications,The Treasury New Zealand — Publications,ok(건강검진),245
trm-dk-nyheder,Custom: trm-dk-nyheder,ok(건강검진),404
ufm-dk-publikationer,Custom: ufm-dk-publikationer,ok(건강검진),44
ukdataservice-ac-uk-2026,Custom: ukdataservice-ac-uk-2026,ok(건강검진),549
ulsan-go-kr-u,Custom: ulsan-go-kr-u,ok(건강검진),58
um-dk-om-os,Custom: um-dk-om-os,ok(건강검진),24
ungeneva-org-en,Custom: ungeneva-org-en,ok(건강검진),93
unidata-gv-at-pages,Custom: unidata-gv-at-pages,ok(건강검진),404
unikorea-go-kr-web,Custom: unikorea-go-kr-web,ok(건강검진),47
usgs-gov-news,Custom: usgs-gov-news,ok(건강검진),1549
ustat-mur-gov-it,Custom: ustat-mur-gov-it,ok(건강검진),92
uvek-admin-ch-en,Custom: uvek-admin-ch-en,ok(건강검진),501
va-gov-vetdata,Custom: va-gov-vetdata,ok(건강검진),114
vbs-admin-ch-en,Custom: vbs-admin-ch-en,ok(건강검진),111
vlaanderen-be-nieuwsberichten,Custom: vlaanderen-be-nieuwsberichten,ok(건강검진),26
vtg-admin-ch-en,Custom: vtg-admin-ch-en,ok(건강검진),18
wallonie-be-fr,Custom: wallonie-be-fr,ok(건강검진),121
waltoninstitute-ie-research,Custom: waltoninstitute-ie-research,ok(건강검진),566
wbf-admin-ch-en,Custom: wbf-admin-ch-en,ok(건강검진),500
wef-infor-cl-indexphp,Custom: wef-infor-cl-indexphp,ok(건강검진),448
werk-belgie-be-nl,Custom: werk-belgie-be-nl,ok(건강검진),316
who-int-publications,Custom: who-int-publications,ok(건강검진),511
wodc-nl-documenten,Custom: wodc-nl-documenten,ok(건강검진),2
women-govt-nz-library,Custom: women-govt-nz-library,ok(건강검진),14
wti-org-research,Custom: wti-org-research,ok(건강검진),303
www2-mrc-lmb-cam-ac-uk-research,Custom: www2-mrc-lmb-cam-ac-uk-research,ok(건강검진),47
www6-slac-stanford-edu-news-and-events,Custom: www6-slac-stanford-edu-news-and-events,ok(건강검진),267
xxgk-mot-gov-cn-2020,Custom: xxgk-mot-gov-cn-2020,ok(건강검진),456
yme-gr-2013-01-31-06-37-23,Custom: yme-gr-2013-01-31-06-37-23,ok(건강검진),3380
ypen-gov-gr-category,Custom: ypen-gov-gr-category,ok(건강검진),454
ypes-gr-category,Custom: ypes-gr-category,ok(건강검진),987
